CODIGO;DESCRIPCION;EXISTENCIA;EMPRESA;PRECIO
46930-SR3-013;BOMBA AUX. C 3/4 HONDA CIVIC EX 92--;0.00 ;SURJA;88.0000 
47201-12580;BOMBA C.FRENO 7/8 TOY.COROLLA AE92 87-;0.00 ;SURJA;368.0000 
47201-16210Y;BOMBA CENTRAL DE FRENO 7/8 TOY. TERCEL 91-;0.00 ;SURJA;385.0000 
47201-35120D;BOMBA CENTRAL DE FRENOS 15/16;0.00 ;SURJA;215.0000 
47201-35150S;BOMBA CENTRAL DE FRENO 22R 7/8 SANIKO 2/D;0.00 ;SURJA;280.0000 
47201-35210D;BOMBA CENTRAL DE FRENOS 7/8 22R  2/D;0.00 ;SURJA;215.0000 
47201-35210N;BOMBA CENTRAL DE FRENOS 7/8 22R NEXG.;49.00 ;SURJA;270.0000 
47201-35210Y;BOMBA CENTRAL DE FRENOS 7/8 YUHOLI 22R 1/D 1/R;0.00 ;SURJA;328.0000 
47201-35220Y;BOMBA CENTRAL DE FRENOS YUHOLI 13/16;0.00 ;SURJA;378.0000 
47201-35541;BOMBA CENTRAL DE FRENO 7/8 TYT HI-LUX RN55 84--;0.00 ;SURJA;341.0000 
47201-35620Y;BOMBA CENTRAL DE FRENO 15/16 TOY HI-LUX,RUN 80-;0.00 ;SURJA;375.0000 
47201-35670 Y;"BOMBA C. FRENO 1"" TOY. HILUX RUN V6 89- YUHOLI";0.00 ;SURJA;370.0000 
47201-35670D;"BOMBA C. FRENO 1"" TOY. HILUX RUN V6 89-";0.00 ;SURJA;277.0000 
47201-35670NG;BOMBA CENTRAL FRENO  TOY. HILUX RUN V6 89-;61.00 ;SURJA;260.0000 
47201-35770SNK;"BOMBA CENTRAL DE FRENOS 1"" SALIDA DERCHA 22R 4AGUJEROS 89-";0.00 ;SURJA;330.0000 
47201-35790SNK;"BOMBA CENTRAL DE FRENOS 1"" TACOMA 83-08 SALIDA IZQ.";0.00 ;SURJA;345.0000 
47201-36400N;BOMBA CENTRAL FRENO  1 1/8 COASTER 93-;0.00 ;SURJA;315.0000 
47201-3D040;BCF 15/16 HILUX 89-;0.00 ;SURJA;370.0000 
47201-3D350;"BOMBA C.FRENOS 1"" TOYOTA HI-LUX TACOMA";0.00 ;SURJA;443.0000 
47201-3D380;"BOMBA CENTRAL DE FRENO 1"" TYT 4RUNNER 96-00";0.00 ;SURJA;710.0000 
47210-13G01;"BOSTER NISSAN PICK-UP 90-04 9""";0.00 ;SURJA;551.0000 
47210-13G01N;"BOSTER NISSAN PICK-UP 90-04 9"" NEXG.";15.00 ;SURJA;510.0000 
47210-42G04;"BOSTER NISSAN PICK-UP D21 91-94 9""";0.00 ;SURJA;545.0000 
47210-42G04N;"BOSTER NISSAN PICK-UP D21 91-94 9""";15.00 ;SURJA;510.0000 
47210-J1711;"BOSTER NISSAN 720 Y Z24 DE 9""";0.00 ;SURJA;375.0000 
47210-VW200;"BOSTER DE NISSAN URVAN E25 01- 9 1/2""";0.00 ;SURJA;545.0000 
47510-36170N;BOMBA AUX. FRENO 1 1/8 COASTER 2001 DER.CON GRIFO;34.00 ;SURJA;125.0000 
47520-36180N;BOMBA AUX FRENO 1 1/8 COASTER 2001 IZQ.;29.00 ;SURJA;125.0000 
47530-36170N;BOMBA. AUX. FRENO.1 1/8 COASTER IZQ CON GRIFO;36.00 ;SURJA;125.0000 
47540-36180N;BOMBA AUX. FRENO 1 1/8 COASTER DER. NEXG.;86.00 ;SURJA;125.0000 
47550-16030Y;BOMBA AUX. FRENO 11/16 TOYOTA TERCEL 82- DERECHA;2.00 ;SURJA;66.0000 
47550-19155;BOMBA AUX. FRENO 11-16 TOY COROLLA 87- DER;0.00 ;SURJA;68.0000 
47550-20120N;BOMBA AUX.FRENO 11/16 DER. COROLLA Y TERCEL;24.00 ;SURJA;60.0000 
47550-20120Y;BOMBA AUXI.FRENO 11/16 DER. COROLLA Y TERCEL YUHOLI;0.00 ;SURJA;68.0000 
47550-26100Y;BOMBA AUX. FRENO 13/16 TOY HILUX 79--;0.00 ;SURJA;67.0000 
47550-26140Y;BOMBA AUX FRENO 7/8 TOY HIACE 05-10 YUHOLI;0.00 ;SURJA;88.0000 
47550-26150Y;BOMBA AUX. F.15/16 TOYOTA HIACE YUHOLY;0.00 ;SURJA;85.0000 
47550-29275;BOMBA  AUX. DE FRENO 13/16 HI-LUX 79--;0.00 ;SURJA;70.0000 
47550-30130;BOMBA AUX. FRENO 7/8 TYT HI-LUX;0.00 ;SURJA;88.0000 
47550-35170N;BOMBA AUX. FRENO7/8 TOY HI-LUX RUNN 4WD 89 NEXG.;0.00 ;SURJA;70.0000 
47550-35170Y;BOMBA AUX.F.7/8 TOY HI-LUX RUNN 4WD 89;0.00 ;SURJA;60.0000 
47550-36200N;BOMBA AUX FRENO 1 1/8 COASTER TRAS. HZB50 DER. CON GRIFO NEXG.;84.00 ;SURJA;125.0000 
47550-39115N;BOMBA AUX DE FRENO TOY 22R 7/8 83- RESORTADO 2WD 4WD NEXG.;124.00 ;SURJA;68.0000 
47550-39115Y;BOMBA AUX DE FRENO TOYOTA 22R 7/8 YUHOLI;0.00 ;SURJA;74.0000 
47550-39175Y;BOMBA AUX.F.15/16 TOY HI-LUX HIACE 78 YUHOLI;0.00 ;SURJA;69.0000 
47550-39275D;BOMBA AUX. FRENO TOY 22R 7/8;0.00 ;SURJA;70.0000 
47550-39275N;BOMBA AUX. FRENO TOY 22R 7/8 79-94;72.00 ;SURJA;70.0000 
47550-39275-SANIKO;BOMBA AUX. FRENO TOY 22R 7/8 SANIKO;0.00 ;SURJA;65.0000 
47550-39275Y;BOMBA AUX. FRENO TOY 22R 7/8 YUHOLI;0.00 ;SURJA;80.0000 
47550-52011;BOMBA AUX. FRENO 11-16 TOY YARIS 00-04 DER.;0.00 ;SURJA;75.0000 
47560-36200N;BOMBA AUX.DE FRENO 1 1/8 COASTER/TRASERA HZ850 DER. NEXG.;81.00 ;SURJA;125.0000 
47570-16010N;BOMBA AUXI.FRENO 11/16 IZQ. COROLLA Y TERCEL NEXG.;57.00 ;SURJA;60.0000 
47570-16010Y;BOMBA AUXI.FRENO 11/16 IZQ. COROLLA Y TERCEL YUHOLI;0.00 ;SURJA;65.0000 
47570-19035;BAF 11/16 TOY COROL. 87- IZQ;0.00 ;SURJA;71.0000 
47570-20030;BOMBA AUXI.FRENO 11/16 IZQ. COROLLA Y TERCEL YUHOLI;0.00 ;SURJA;65.0000 
47570-20101;BOMBA AUX FRENO 3/4 YARIS IZQ.;0.00 ;SURJA;102.0000 
47570-36200N;"BOMBA AUX. FRENO 1 1/8"" TRAS. COASTER HZ850 IZQ. CON GRIFO";75.00 ;SURJA;125.0000 
47570-52011;BOMBA AUX. FRENO 11-16 TOY YARIS 00-04 IZQ.;0.00 ;SURJA;75.0000 
47580-36200N;"BOMBA  AUX. FRENO 1 1/8"" TRAS. COASTER HZB50 IZQ. NEXG.";81.00 ;SURJA;125.0000 
48066-29225;MULETA DE ARRIBA HI ACE 2006 RH;0.00 ;SURJA;400.0000 
48067-29225;MULETA DE ARRIBA HI ACE 2006 LH;0.00 ;SURJA;350.0000 
48068-26160;MULETA  ABAJO TOY HI ACE  04-08 IZQUIERDA;0.00 ;SURJA;250.0000 
48069-26160;MULETA  ABAJO TOY HI ACE 04-08 DERECHA;0.00 ;SURJA;250.0000 
48-106;CONECTOR MACHO MIXTO 5/8*3/8;0.00 ;SURJA;23.3600 
48306-35040A;SOPORTE CHASIS TOYOTA HILUX TRASERO 79-;0.00 ;SURJA;62.0000 
48-48;CONECTOR MACHO MIXTO 1/4*1/2;0.00 ;SURJA;13.9100 
48605-35030;MULETA TYT 22R RN85 2WD INFERIOR DERECHA;0.00 ;SURJA;180.0000 
48605-35120;MULETA TYT 22R RN85 4WD INFERIOR DERECHA;0.00 ;SURJA;180.0000 
48606-35030;MULETA TYT 22R RN85 2WD INFERIOR IZQUIERDA;0.00 ;SURJA;180.0000 
48606-35120;MULETA TYT 22R RN85 4WD INFERIOR IZQUIERDA;0.00 ;SURJA;180.0000 
48609-12270;BASE DE AMORTIGUADOR COROLLA BAJA;0.00 ;SURJA;94.0000 
48632-30020;BUSHING MULETA TOYOTA HILUX 2WD SUPERIOR;0.00 ;SURJA;27.0000 
48-66;CONECTOR MACHO MIXTO 3/8*3/8;0.00 ;SURJA;11.7900 
48-68;CONECTOR MACHO MIXTO 3/8*1/2;0.00 ;SURJA;16.3400 
48-84;CONECTOR MACHO MIXTO 1/2*1/4;0.00 ;SURJA;14.4300 
48-86;CONECTOR MACHO MIXTO 1/2*3/8;0.00 ;SURJA;15.7100 
4PK0675;FAJA MICRO-V  K040265;0.00 ;SURJA;24.8000 
4PK0715;FAJA MICRO-V  K040282;0.00 ;SURJA;26.6000 
4PK0755;FAJA MICRO-V K040300;0.00 ;SURJA;28.4000 
4PK0760;FAJA MICRO-V HYUNDAI ATOS K040300;0.00 ;SURJA;28.8800 
4PK0765;FAJA MICRO-V K040300;0.00 ;SURJA;28.7600 
4PK0775;FAJA MICRO-V K040305;0.00 ;SURJA;29.1500 
4PK0780;FAJA MICRO-V K040305;0.00 ;SURJA;29.3000 
4PK0785;FAJA MICRO-V K040310;0.00 ;SURJA;29.6000 
4PK0790;FAJA MICRO-V K040310;0.00 ;SURJA;29.7100 
4PK0795;FAJA MICRO-V K040313;0.00 ;SURJA;29.8000 
4PK0800;FAJA MICRO-V K040315;0.00 ;SURJA;29.9700 
4PK0810;FAJA MICRO-V K040319;0.00 ;SURJA;30.7700 
4PK0815;FAJA MICRO-V K040320;0.00 ;SURJA;30.6300 
4PK0820;FAJA MICRO-V K040323;0.00 ;SURJA;31.1400 
4PK0825;FAJA MICRO-V K040325;0.00 ;SURJA;31.4000 
4PK0835;FAJA MICRO-V K040330;0.00 ;SURJA;31.4000 
4PK0840;FAJA MICRO-V K040330;0.00 ;SURJA;31.5800 
4PK0845;FAJA MICRO-V K040335;0.00 ;SURJA;31.8000 
4PK0850;FAJA MICRO-V K040335;0.00 ;SURJA;31.9400 
4PK0855;FAJA MICRO-V K040336;0.00 ;SURJA;31.8000 
4PK0860;FAJA MICRO-V K040338;0.00 ;SURJA;32.4000 
4PK0865;FAJA MICRO-V K040340;0.00 ;SURJA;32.5300 
4PK0875;FAJA MICRO-V K040345;0.00 ;SURJA;32.8900 
4PK0880;FAJA MICRO-V K040347;0.00 ;SURJA;32.8000 
4PK0885;FAJA MICRO-V K040347;0.00 ;SURJA;32.6000 
4PK0890;FAJA MICRO-V K040350;0.00 ;SURJA;33.2000 
4PK0900;FAJA MICRO-V K040355;0.00 ;SURJA;33.7000 
4PK0910;FAJA MICRO-V K040358;0.00 ;SURJA;33.9000 
4PK0915;FAJA MICRO-V K040360;0.00 ;SURJA;33.9800 
4PK0920;FAJA MICRO-V K040360;0.00 ;SURJA;33.9000 
4PK0925;FAJA MICRO-V K040365;0.00 ;SURJA;34.2000 
4PK0930;FAJA MICRO-V K040365;0.00 ;SURJA;35.3200 
4PK0935;FAJA MICRO-V K040365;0.00 ;SURJA;34.6000 
4PK0940;FAJA MICRO-V K040370;0.00 ;SURJA;34.8000 
4PK0945;FAJA MICRO-V K040372;0.00 ;SURJA;34.8800 
4PK0950;FAJA MICRO-V K040372;0.00 ;SURJA;34.9800 
4PK0955;FAJA MICRO-V K040375;0.00 ;SURJA;35.8900 
4PK0965;FAJA MICRO-V K040378;0.00 ;SURJA;35.8800 
4PK0970;FAJA MICRO-V K040382;0.00 ;SURJA;36.2000 
4PK0980;FAJA MICRO-V K040385;0.00 ;SURJA;36.8300 
4PK0985;FAJA MICRO-V K040388;0.00 ;SURJA;36.4000 
50805-S9A-982N;CARGADOR DE MOTOR CR-V 02-07 NEXG.;22.00 ;SURJA;145.0000 
50810-S7D-003N;CARGADOR DE MOTOR CR-V 2.4L 02-06 DEL. DER. NEXG.;48.00 ;SURJA;155.0000 
50820-SWE-T01N;CARGADOR DE MOTOR CR-V RE4/2.4L 07-11;0.00 ;SURJA;490.0000 
50821-S9A-013N;CARGADOR DE MOTOR CR-V 2.4L 02-06 NEXG.;35.00 ;SURJA;165.0000 
50850-SWA-A81N;CARGADOR DE MOTOR CR-V 07-11;1.00 ;SURJA;250.0000 
50880-SWA-A81N;CARGADOR DE MOTOR CR-V 07-11 SUPERIOR DER.;7.00 ;SURJA;190.0000 
50890-SWA-A81N;CARGADOR DE MOTOR  CR-V 07-11 INFERIOR DER. NEXG.;43.00 ;SURJA;205.0000 
51920-SSH-T02N;BASE DE AMORTIGUADOR DEL. PARA  CR-V, CIVIC 95-05 51920-S5H-T02;0.00 ;SURJA;130.0000 
51920-SWA-A01N;BASE DE AMORTIGUADOR DEL. PARA CR-V 07-11 5 TOR.;6.00 ;SURJA;100.0000 
53401-56B00Y;BOMBA AUX. F. 15/16 SUZUKI VITARA 90-- DE YUHOLI;0.00 ;SURJA;78.0000 
53401-56B60Y;BOMBA AUX. FRENO 7/8 SUZUKI VITARA 90--DER YUHOLI;0.00 ;SURJA;75.0000 
53401-63B00Y;BOMBA AUX. FRENO 11/16 SUZUKI SWIFT 90-DER YUHOLI;0.00 ;SURJA;75.0000 
53401-65D00;BOMBA AUX. FRENO 7/8 SUZ VITARA 99-- DERC.;0.00 ;SURJA;92.0000 
53402-56B00 Y;BOMBA AUX. FRENO 15/16 SUZUKI VITARA 90-IZQ YUHOLI;0.00 ;SURJA;76.0000 
53402-56B60 Y;BOMBA AUX. FRENO 7/8 SUZUKI VITARA 90-IZQ YUHOLI;0.00 ;SURJA;75.0000 
53402-63B00 Y;BOMBA AUX. FRENO 11/16 SUZUKI SWIFT 90-IZQ YUHOLI;0.00 ;SURJA;75.0000 
53713-S9A-A03N;MANGUERA HIDRAULICA  RD5/RD7 CR-V 02-06 NEXG.;0.00 ;SURJA;250.0000 
53713-SWA-A02N;MANGUERA HIDRAULICA RE4 CR-V 07- NEXG.;93.00 ;SURJA;250.0000 
54KWH02-B;BUFA DELANTERA TOY HIACE 05-09;0.00 ;SURJA;250.0000 
560840-S7C-980N;CARGADOR DE MOTOR CR-V 02-06 ALUM. AUTOM.;13.00 ;SURJA;105.0000 
58320-45001N;BOMBA AUXI.FRENO TRAS. IZQ.C/G 1 1/8 28.58MM HY. COUNTY NEXG.;51.00 ;SURJA;300.0000 
58320-45201N;BOMBA AUXI.FRENO TRAS. IZQ.1 1/8 28.58MM HY. COUNTY NEXG.;54.00 ;SURJA;300.0000 
58330-28001 Y;BOMBA AUX. FRENO 3/4 HYUNDAI ELANTRA 92-DE YUHOLI;0.00 ;SURJA;75.0000 
58380-28001 Y;BOMBA AUX. FRENO 3/4 HYUNDAI ELANTRA 92- YUHOLI;0.00 ;SURJA;71.0000 
58420-45001N;BOMBA AUXI.FRENO TRAS.DER.C/G 1 1/8 28.58MM HY. COUNTY NEXG.;42.00 ;SURJA;300.0000 
58420-45201N;BOMBA AUXI.FRENO TRAS.DER.1 1/8 28.58MM HY. COUNTY NEXG.;53.00 ;SURJA;300.0000 
58620-5K500N;BOMBA  CENTRAL FRENO 1 3/16 COUNTY 58620-5K500(SL000) 98- NEXG.;83.00 ;SURJA;500.0000 
60-10;GOLLETE 5/8;0.00 ;SURJA;1.7900 
60-2;GOLLETE 1/8;0.00 ;SURJA;0.1700 
60-4;GOLLETE 1/4;0.00 ;SURJA;0.5200 
60-6;GOLLETE 3/8;0.00 ;SURJA;0.7500 
60-8;GOLLETE 1/2;0.00 ;SURJA;1.4200 
62-2;UNION DE GOLLETE 1/8;0.00 ;SURJA;4.9200 
62-4;UNION DE GOLLETE 1/4;0.00 ;SURJA;12.3800 
62-6;UNION DE GOLLETE 3/8;0.00 ;SURJA;18.2800 
62-8;UNION DE GOLLETE 1/2;0.00 ;SURJA;21.5400 
63-04;ALMAS 1/4;0.00 ;SURJA;0.6800 
63-06;ALMAS 3/8;0.00 ;SURJA;1.2000 
63-08;ALMAS 1/2;0.00 ;SURJA;1.8900 
63-10;ALMAS 5/8;0.00 ;SURJA;2.8900 
64-2;CODO GOLLETE 90° 1/8;0.00 ;SURJA;10.8300 
64-4;CODO GOLLETE 90° 1/4;0.00 ;SURJA;15.8500 
64-5;CODO GOLLETE 90° 5/16;0.00 ;SURJA;16.5000 
64-8;CODO GOLLETE 90° 1/2;0.00 ;SURJA;36.2800 
66-22;CONECTOR HEMBRA/GOLLETE 1/8*1/8;0.00 ;SURJA;5.1800 
66-44;CONECTOR HEMBRA/GOLLETE 1/4*1/4;0.00 ;SURJA;9.6000 
66-58;CONECTOR HEMBRA/GOLLETE 5/16*1/2;0.00 ;SURJA;21.6700 
66-64;CONECTOR HEMBRA/GOLLETE 3/8*1/4;0.00 ;SURJA;16.7800 
66-86;CONECTOR HEMBRA/GOLLETE 1/2*3/8;0.00 ;SURJA;17.7500 
68-106;MEDIA UNION 5/8*3/8;0.00 ;SURJA;21.0200 
68-108;MEDIA UNION 5/8*1/2;0.00 ;SURJA;25.8000 
68-44;MEDIA UNION 1/4*1/4*;0.00 ;SURJA;9.4600 
68-46;MEDIA UNION 1/4*3/8;0.00 ;SURJA;12.5400 
68-56;MEDIA UNION 5/16*3/8;0.00 ;SURJA;11.2300 
68-62;MEDIA UNION 3/8*1/8;0.00 ;SURJA;9.2600 
68-64;MEDIA UNION 3/8*1/4;0.00 ;SURJA;10.1200 
68-88;MEDIA UNION 1/2*1/2;0.00 ;SURJA;22.0000 
69051/2-35030;CERRADURA DE  PUERTA UNIVERSAL 2 PIEZAS  22R Y TAC 92-;0.00 ;SURJA;59.0000 
69051/2-89111;CERRADURA DE PUERTA TOY 84;0.00 ;SURJA;52.0000 
69058-95JO4;CERRADURA DE TAPA DE COMBUSTIBLE;0.00 ;SURJA;42.0000 
8-94128-141-2Y;"BOMBA AUX. FRENO 1"" ISUZU NPR 85-93 TRAS DERECHA";0.00 ;SURJA;110.0000 
8-94128-142-2Y;"BOMBA AUX. FRENO 1"" ISUZU NPR 85-93 TRAS DERECHA";0.00 ;SURJA;110.0000 
8-94128-143-2;"BOMBA AUX. FRENO 1"" ISUZU NPR 85-93 TRAS IZQUIERDA";0.00 ;SURJA;110.0000 
8-94131-650-2;BOMBA AUXILIAR DE FRENO 1 1/16 ISUZU NPR(85-90);0.00 ;SURJA;125.0000 
8-94131-651-2;"BOMBA  AUX. FRENO 1 1/16"" ISUZU NPR 85-93 TRAS DERECHA";0.00 ;SURJA;125.0000 
8-94131-652-2Y;"BOMBA AUX. FRENO 1 1/16"" ISUZU NPR 85-90";0.00 ;SURJA;127.0000 
8-94230-541-1Y;"BOMBA AUX. FRENO 1"" ISUZU PICK UP 4WD 81--";0.00 ;SURJA;82.0000 
8-94233-500-4;"BOMBA AUX. FRENO 7/8"" ISUZU PICK-UP TRO 84-";0.00 ;SURJA;72.0000 
8-94312-903-0 Y;BOMBA C. CLUTCH IZUZU NPR YUHOLI;0.00 ;SURJA;126.5000 
8-94315-559-2 Y;BOMBA C. CLUTCH 5/8 ISU.TROOPER 4WD 88- YUHOLI;0.00 ;SURJA;152.0000 
8-94328-799-0;SOPORTE DE TRANSMISION  ISUZU PICK-UP 4WD 88-93;0.00 ;SURJA;133.0000 
8-94342428-1;"BOSTER ISUZU PICK-UP 88-89 9""";0.00 ;SURJA;372.0000 
8-94342428-1N;"BOSTER ISUZU PICK-UP 88-89 9"" NEXG.";40.00 ;SURJA;350.0000 
8-94370209-0;"BOSTER PICK-UP ISUZU 90-92 9""";0.00 ;SURJA;552.0000 
8-94434-710-0 Y;BOMBA C. CLUTCH 5/8 ISUZU PICK-UP 88-91 YUHOLI;0.00 ;SURJA;133.0000 
8-97943-407-0 Y;BOMBA C. CLUTCH 5/8 ISUZU D-MAX YUHOLI;0.00 ;SURJA;192.0000 
90923-06009;BAQUELITA BOMBA MECANICA GAS TOY 22R;0.00 ;SURJA;0.0000 
90923-06009N;BAQUELITA BOMBA MECANICA GAS TOY 22R NEXG.;18.00 ;SURJA;10.0000 
9-47601-633-0Y;"BOMBA AUX. FRENO 1"" ISUZU ELF";0.00 ;SURJA;115.0000 
9-47601-634-0Y;"BOMBA AUX. FRENO 1""ISUZU ELF";0.00 ;SURJA;115.0000 
9-47601-635-0Y;"BOMBA AUX. FRENO 1"" ISUZU ELF";0.00 ;SURJA;115.0000 
9-47601-636-0Y;"BOMBA AUX. FRENO 1"" ISUZU ELF";0.00 ;SURJA;115.0000 
A-30D;FAJA A-30 DENTADA;1.00 ;SURJA;25.0000 
A-31D;FAJA A-31 DENTADA;0.00 ;SURJA;22.1400 
A-32D;FAJA A-32 DENTADA;5.00 ;SURJA;27.0000 
A-33D;FAJA A-33 DENTADA;0.00 ;SURJA;27.5000 
A-33L;FAJA A-33 LISA;0.00 ;SURJA;13.8900 
A-34D;FAJA A-34 DENTADA;0.00 ;SURJA;24.7600 
A-35D;FAJA A-35 DENTADA;0.00 ;SURJA;25.5200 
A-36D;FAJA A-36 DENTADA;0.00 ;SURJA;25.8300 
A-36L;FAJA A-36 LISA;0.00 ;SURJA;15.0800 
A-37D;FAJA A-37 DENTADA;0.00 ;SURJA;26.8100 
A-38D;FAJA A-38 DENTADA;0.00 ;SURJA;27.3800 
A-38L;FAJA A-38 LISA;0.00 ;SURJA;15.9300 
A-39D;FAJA A-39 DENTADA;0.00 ;SURJA;28.1500 
A-39L;FAJA A 39 LISA;0.00 ;SURJA;16.3400 
A-40D;FAJA A-40 DENTADA;0.00 ;SURJA;28.8700 
A-41D;FAJA A-41 DENTADA;0.00 ;SURJA;29.1800 
A-42D;FAJA A-42 DENTADA;1.00 ;SURJA;36.0000 
A-43D;FAJA A-43 DENTADA;2.00 ;SURJA;35.5000 
A-43L;FAJA A-43 LISA;0.00 ;SURJA;35.0000 
A-44D;FAJA A-44 DENTADA;0.00 ;SURJA;32.0000 
A-45D;FAJA A-45 DENTADA;0.00 ;SURJA;32.0000 
A-46D;FAJA  A-46 DENTADA;3.00 ;SURJA;38.0000 
A-47D;FAJA A-47 DENTADA;0.00 ;SURJA;33.0000 
A-48D;FAJA A-48 DENTADA;0.00 ;SURJA;33.0000 
A-49D;FAJA A-49 DENTADA;0.00 ;SURJA;34.0000 
A-50D;FAJA A-50 DENTADA;0.00 ;SURJA;35.0000 
A-51;FAJA A-51 DENTADA;0.00 ;SURJA;35.0000 
A-52D;FAJA A.52 DENTADA;0.00 ;SURJA;37.1200 
A-53;FAJA A-53 DENTADA;0.00 ;SURJA;38.1000 
A-54D;FAJA A-54 DENTADA;0.00 ;SURJA;38.6200 
A-55D;FAJA A-55 DENTADA;0.00 ;SURJA;39.2000 
A-56D;FAJA   A-56 DENTADA;0.00 ;SURJA;42.0000 
A-67;FAJA A-67 DENTADA;0.00 ;SURJA;45.5000 
A-68D;FAJA A-68 DENTADA;0.00 ;SURJA;46.0000 
A-69D;FAJA A-69 DENTADA;0.00 ;SURJA;46.6000 
A-70D;FAJA A-70 DENTADA;0.00 ;SURJA;47.5000 
A-90L;FAJA A 90 LISA;0.00 ;SURJA;40.0000 
ABP-10;ABRASADERA PLASTICA DE 10;0.00 ;SURJA;0.3000 
ABP-10N;ABRASADERA PLASTICA NEGRA DE 10 PUL.;0.00 ;SURJA;0.3000 
ABP-11GY;ABRASADERA DE PLASTICO 11 PUL AZUL;0.00 ;SURJA;0.4400 
ABP-12;ABRASADERA PLASTICA 12 GUARDAPOLVO;0.00 ;SURJA;0.3500 
ABP-12N;"ABRASADERA PLASTICA 12"" NEGRO";0.00 ;SURJA;0.3500 
ABP-14N;ABRASADERA PLASTICA 14 GUARDAPOLVO;0.00 ;SURJA;0.6600 
ABP-15;ABRASADERA PLASTICA 15 GUARDAPOLVO;0.00 ;SURJA;0.6700 
ABP-15GY;ABRASADERA DE PLASTICO 15 PUL AZUL;0.00 ;SURJA;1.4500 
ABP-16;"ABRASADERA PLASTICA 16""";0.00 ;SURJA;0.5000 
ABP-16N;"ABRASADERA PLASTICA 16"" NEGRO";0.00 ;SURJA;0.5000 
ABP-18;ABRASADERA PLASTICA 18 GUARDAPOLVO;0.00 ;SURJA;0.7900 
ABP-18G;"ABRASADERA PLASTICA DE 18"" GRUESA";0.00 ;SURJA;1.2800 
ABP-18N;ABRASADERA PLASTICA 18 NEGRA;0.00 ;SURJA;0.7500 
ABP-20;ABRASADERA PLASTICA DE 20;0.00 ;SURJA;1.2500 
"ABP-6""";"ABRASADERA PLASTICA 6""";0.00 ;SURJA;0.2000 
ABP-6N;"ABRASADERA PLASTICA 6"" NEGRO";0.00 ;SURJA;0.2600 
ABP-8;ABRASADERA PLASTICA 8;0.00 ;SURJA;0.2800 
ABP-8N;ABRASADERA PLASTICA 8 NEGRA;0.00 ;SURJA;0.2800 
ABRA-1;ABRASADERA GALVANIZADA 1;0.00 ;SURJA;1.1000 
ABRA-1  1/2;ABRASADERA GALVANIZADA 1  1/2;0.00 ;SURJA;2.0000 
ABRA-1  1/4;ABRASADERA GALVANIZADA 1  1/4;0.00 ;SURJA;1.3000 
ABRA-1 1/16;ABRASADERA GALVANIZADA 1  1/16;0.00 ;SURJA;1.1000 
ABRA-1/2;ABRASADERA GALVANIZADA 1/2;0.00 ;SURJA;0.9500 
ABRA-2;ABRASADERA GALVANIZADA 2;0.00 ;SURJA;2.4000 
ABRA-2  1/2;ABRASADERA GALVANIZADA 2 1/2;0.00 ;SURJA;2.7000 
ABRA-3;ABRASADERA GALVANIZADA 3;0.00 ;SURJA;2.8000 
ABRA-3 1/2;ABRASADERA GALVANIZADA 3 1/2;6.00 ;SURJA;3.6000 
ABRA-3/4;ABRASADERA GALVANIZADA 3/4;0.00 ;SURJA;0.9000 
ABRA-4;ABRASADERA GALVANIZADA 4;77.00 ;SURJA;4.0000 
ABRA-5/8;ABRASADERA GALVANIZADA 5/8;0.00 ;SURJA;0.9500 
ABRA-7/8;ABRASADERA GALVANIZADA 7/8;0.00 ;SURJA;0.9700 
ABRA-PMG;ABRASADERA METAL GRANDE GUARDAPOLVO;175.00 ;SURJA;2.7000 
ABRA-PMP;ABRASADERA METAL PEQUEÑA GUARDAPOLVO;120.00 ;SURJA;2.3000 
ABRA-PM-PG;ABRASADERA METAL GUARDAPOLVO 1PEQ. Y 1GRAD.;0.00 ;SURJA;4.0000 
ACE-ITAL4T;ACEITE ITALIKA DE 4TIEMPOS ITALIKA 20W-50 L01010006;0.00 ;SURJA;35.0000 
ACE-MOTO;ACEITE PARA MOTO;0.00 ;SURJA;25.0000 
ACE-REP4T;ACEITE REPSOL 4 TIEMPOS MOTO 20W-50 TOWN  LITRO;0.00 ;SURJA;50.0000 
AGUJA-E/AN125;AGUJA ELECTRICA AN;0.00 ;SURJA;52.0000 
AGUJA-E/GY6125;AGUJA GY6 ELECTRICA;0.00 ;SURJA;35.0000 
AL- AX H6 6V;BOMBILLA H6 6VOLTIOS LEZEN BLISTER;0.00 ;SURJA;14.0000 
AL-1P-35W-C;BOMBILLA HALOGENA 1PICO 35W CLARA;0.00 ;SURJA;8.0000 
AL-1P-35W-SW;BOMBILLA HALOGENA 1PICO 35W SUPER WHITE;0.00 ;SURJA;8.0000 
AL-1P-C-25W;BOMBILLA HALOGENA 1PICO 25W CLARA;0.00 ;SURJA;8.0000 
AL-1P-SW-25W;BOMBILLA HALOGENA 1PICO 25W SUPER WHITE;0.00 ;SURJA;8.0000 
AL-35/35M;BOMBILLA HALOGENA H4 P43T 12V 35/35 MOTO;0.00 ;SURJA;18.0000 
AL-35/35MSW;BOMBILLA HALOGENA H4 P43T 12V 35/35 SW;0.00 ;SURJA;19.0000 
AL-889M;BOMBILLA HALOGENA 889 12V 27W;0.00 ;SURJA;14.0000 
AL-890M;BOMBILLA HALOGENA 890 12V. 27W;0.00 ;SURJA;12.0000 
